userid,x,y
1262691,-225,151
1262692,105,16
1262687,-75,-29
1262697,-19,46
1262696,-90,151
1262698,60,-44
1262693,-180,166
1262701,-180,181
1262694,-165,136
1262702,-45,-194
1262689,-30,-149
1262699,45,166
1262704,-75,-89
1262700,-75,271
1262706,-75,121
1262703,-15,-14
1262709,30,196
1262711,15,-14
1262705,-15,31
1262713,-180,-32
1262708,-184,173
1262695,-15,-119
1262714,15,-59
1262716,-15,61
1262710,-45,46
1262712,45,-104
1262707,240,-44
1262719,-60,-74
1262720,-240,91
1262715,30,-134
1262718,-180,31
1262717,-60,-14
1262724,-120,-104
1262725,-240,39
1262729,150,1
1262727,0,-179
1262730,-120,-119
1262721,90,-149
1262722,-105,31
1262723,30,-179
1262726,0,91
1262728,-15,-119
1262731,-150,121
1262732,-135,136
1262733,240,-104
1262739,-90,121
1262736,0,-59
1262741,60,106
1262738,-165,166
1262737,-45,136
1262742,-105,31
1262734,-45,61
1262740,-45,61
1262735,75,-284
1262744,120,76
1262743,-90,16
1262747,75,-14
1262746,90,136
1262751,-60,76
1262745,-117,-98
1262753,240,-29
1262755,-105,-15
1262749,-90,61
1262752,-135,151
1262748,60,-59
1262757,-60,61
1262758,45,31
1262750,-180,-134
1262756,-210,-59
1262754,180,91
1262762,-105,-134
1262759,-120,-134
1262760,-30,-29
1262763,0,1
1262767,0,106
1262761,165,-164
1262770,135,-74
1262771,30,-14
1262766,30,-44
1262768,0,-14
1262764,30,-74
1262769,-15,-14
1262773,-105,1
1262774,120,136
1262765,-225,151
1262775,30,-59
1262776,-15,61
1262779,105,-209
1262772,90,-29
1262780,-180,151
1262778,-100,-209
1262784,-75,16
1262777,-165,241
1262783,0,-32
1262782,195,31
1262786,-15,-44
1262788,-135,-119
1262781,-90,91
1262787,15,-89
1262785,-210,76
1262790,0,-89
1262793,15,31
1262792,120,-149
1262789,-165,136
1262791,-120,-134
1262797,-120,-59
1262795,0,-59
1262798,90,-119
1262799,-210,-14
1262796,45,1
1262794,-15,-134
1262802,-60,-14
1262805,30,-179
1262803,-150,136
1262800,105,-59
1262804,-105,-254
1262801,135,61
1262807,60,106
1262808,90,-59
1262809,180,46
1262812,-135,106
1262810,120,46
1262806,-90,-119
1262814,-90,121
1262811,-150,46
1262816,-120,58
1262815,165,-149
1262817,225,-119
1262818,-45,-215
1262822,-300,151
1262820,30,241
1262821,60,76
1262824,75,1
1262813,-30,-74
1262819,45,-119
1262826,-30,136
1262823,30,-104
1262825,30,-44
1262828,-90,-239
1262829,30,121
1262832,-60,76
1262827,150,-14
1262831,-30,-149
1262836,-135,-149
1262834,-15,-194
1262833,-15,241
1262837,-60,-194
1262830,0,31
1262835,0,-119
1262840,60,-59
1262839,-30,61
1262841,105,-44
1262838,15,-194
1262843,15,-74
1262846,-120,-29
1262842,-75,181
1262844,-75,-74
1262850,75,-59
1262851,-180,-59
1262848,15,-104
1262847,15,-44
1262849,-150,136
1262854,-30,-44
1262852,165,61
1262855,-135,46
1262853,75,-15
1262859,0,-74
1262857,-60,46
1262856,-120,-134
1262858,0,16
1262845,-75,61
1262861,-150,46
1262860,60,1
1262863,-15,106
1262864,-105,-29
1262862,-45,151
1262868,-30,106
1262866,45,-59
1262870,16,-119
1262865,-45,-59
1262869,0,-164
1262871,120,-44
1262873,60,106
1262875,105,-44
1262867,-135,-74
1262878,15,-284
1262874,-135,1
1262880,120,-74
1262879,-135,-89
1262877,-45,-104
1262876,-120,-119
1262882,-195,91
1262884,-225,-164
1262885,-30,-89
1262886,-225,106
1262872,-30,58
1262889,-120,1
1262888,0,-74
1262881,120,-119
1262887,60,-29
1262890,-15,-29
1262891,0,-32
1262893,-15,-104
1262894,-165,-59
1262883,0,1
1262897,-105,31
1262898,-135,91
1262896,-180,-165
1262899,105,-29
1262900,15,1
1262892,-30,-104
1262902,210,-59
1262895,150,136
1262903,-15,-74
1262904,-30,166
1262905,-45,-179
1262906,15,61
1262901,-45,91
1262908,-150,106
1262907,-60,18
1262912,165,121
1262910,-105,-89
1262913,15,-134
1262909,-45,136
1262915,-165,-164
1262911,15,-74
1262917,-60,46
1262919,120,1
1262916,-150,91
1262921,-90,136
1262918,105,-44
1262914,-90,106
1262924,195,61
1262923,-30,1
1262922,-240,136
1262926,-60,31
1262929,-210,61
1262925,-135,-164
1262930,30,-149
1262927,-34,61
1262932,-165,-29
1262933,0,-149
1262920,0,-119
1262935,-45,31
1262931,0,-15
1262934,-135,91
1262937,30,31
1262928,-180,-59
1262936,-90,106
1262938,225,16
1262940,75,1
1262943,90,181
1262941,120,-119
1262939,0,1
1262946,225,1
1262942,-210,46
1262947,-195,151
1262948,-90,-29
1262945,90,61
1262951,-105,136
1262949,-135,106
1262953,-210,151
1262944,-240,166
1262954,-150,-89
1262956,60,-44
1262950,-117,-65
1262955,90,31
1262958,195,-29
1262961,-150,181
1262960,30,-119
1262957,-105,76
1262965,-120,136
1262964,-14,121
1262966,105,-119
1262952,-75,-209
1262968,15,-44
1262969,-90,46
1262962,-150,136
1262959,-75,-14
1262970,-60,-89
1262967,-45,-14
1262972,-60,-104
1262973,60,46
1262963,-15,35
1262976,-270,76
1262971,-30,-111
1262978,0,151
1262979,-210,-299
1262974,105,-59
1262977,-60,-134
1262981,150,-29
1262983,-15,16
1262984,-45,-149
1262982,-150,91
1262987,-105,-74
1262988,-180,166
1262985,-60,76
1262989,-225,127
1262986,120,61
1262980,-60,76
1262975,-60,166
1262991,-255,-14
1262990,15,106
1262992,-165,-89
1262994,-30,91
1262993,-17,-89
1262998,-120,121
1262995,-105,-119
1262999,75,-89
1263001,-195,61
1263000,-180,136
1263003,-150,151
1262997,-195,-104
1262996,-90,-59
1263006,240,121
1263007,120,-239
1263005,-225,151
1263008,-60,136
1263002,-30,-89
1263011,-90,-44
1263004,0,241
1263009,75,-149
1263010,285,-14
1263012,285,136
1263014,-120,46
1263013,-165,31
1263016,-255,196
1263015,90,91
1263020,-120,-89
1263021,90,76
1263017,75,241
1263018,105,-29
1263019,45,181
1263022,180,106
1263023,105,-49
1263025,75,31
1263026,-150,-29
1263024,-105,46
1263030,-120,-29
1263027,135,-164
1263031,15,-89
1263032,-75,-29
1263029,-210,106
1263033,60,-254
1263035,60,-209
1263037,135,226
1263038,-195,-132
1263034,-150,-224
1263036,-165,76
1263040,-150,101
1263039,150,-119
1263042,-201,46
1263043,-60,151
1263041,-120,-59
1263046,-135,106
1263048,165,1
1263049,75,-29
1263028,150,-29
1263045,-225,196
1263051,-75,-89
1263044,50,106
1263047,-105,-65
1263053,-75,136
1263052,285,-89
1263050,60,-41
1263056,225,-29
1263059,-105,-89
1263055,165,-89
1263060,45,-44
1263062,-120,136
1263063,-195,181
1263057,-120,61
1263058,15,-134
1263061,90,-149
1263065,0,16
1263066,-45,-89
1263067,-225,76
1263054,90,181
1263068,120,16
1263064,-45,91
1263072,-135,-89
1263071,225,-44
1263069,0,-164
1263073,-45,151
1263070,15,-44
1263074,-150,-179
1263077,75,-179
1263075,-180,106
1263078,45,-209
1263080,-180,-44
1263076,-30,31
1263082,-75,-74
1263081,-75,-59
1263083,60,-89
1263079,165,-179
1263084,15,46
1263085,-150,256
1263086,0,91
1263088,105,91
1263090,0,-74
1263087,105,-149
1263092,45,-119
1263091,-15,-59
1263093,-15,76
1263094,60,-134
1263089,75,-149
1263096,45,-164
1263100,15,-14
1263098,-60,31
1263099,-30,-29
1263101,-225,106
1263103,60,-89
1263095,135,-119
1263104,0,136
1263097,-60,-119
1263107,-90,-104
1263106,37,151
1263108,30,-59
1263102,-210,-194
1263110,60,46
1263112,30,-14
1263114,45,76
1263113,-276,135
1263109,-75,-14
1263116,-225,211
1263105,-105,-59
1263118,0,-89
1263111,-135,-29
1263117,-45,-59
1263115,-165,196
1263121,60,46
1263123,-135,-89
1263119,0,-89
1263125,15,76
1263120,-90,46
1263127,255,-134
1263128,60,166
1263126,-45,-29
1263122,-105,46
1263130,0,31
1263132,15,-164
1263124,-105,-14
1263129,90,-74
1263133,60,-104
1263136,-75,46
1263131,150,-15
1263137,-30,76
1263134,60,91
1263135,-15,-179
1263141,-105,31
1263139,-75,1
1263140,-15,-104
1263143,-120,-104
1263138,-135,31
1263145,0,-149
1263146,240,-119
1263144,-180,121
1263148,-15,31
1263147,-150,241
1263149,90,-104
1263142,-225,91
1263152,15,121
1263151,-15,-14
1263154,-75,106
1263153,33,168
1263150,-225,31
1263156,135,-29
1263160,135,31
1263158,-120,-14
1263161,60,-149
1263157,-105,271
1263159,0,61
1263163,135,-119
1263165,-90,16
1263164,-120,-104
1263155,-30,-74
1263162,-90,151
1263166,255,-59
1263169,-165,-29
1263167,15,-59
1263170,-180,91
1263171,90,136
1263168,-195,121
1263175,-75,16
1263177,135,16
1263180,-135,106
1263176,45,106
1263172,60,1
1263181,60,1
1263178,-90,-29
1263179,15,-59
1263182,30,-134
1263174,45,1
1263173,-105,-119
1263185,-15,-104
1263183,270,76
1263186,-45,-14
1263188,300,31
1263187,-105,91
1263184,30,-209
1263191,-135,166
1263193,-105,-209
1263189,-195,31
1263194,-15,-149
1263197,-225,-134
1263198,-45,61
1263192,300,-44
1263195,0,-44
1263200,-60,16
1263201,-150,46
1263202,45,-194
1263190,45,-98
1263199,-120,-239
1263196,0,151
1263205,-120,166
1263206,-105,16
1263209,0,136
1263207,210,-104
1263204,-120,121
1263211,105,-104
1263203,0,-29
1263213,60,196
1263212,0,1
1263214,-90,76
1263210,0,76
1263216,-60,61
1263219,105,1
1263220,-120,31
1263218,-135,1
1263223,-165,31
1263222,-15,-149
1263224,-210,31
1263215,-120,31
1263208,120,-29
1263217,-105,-29
1263226,-15,91
1263227,-225,106
1263221,-84,151
1263228,-165,46
1263225,240,1
1263233,0,61
1263232,135,-104
1263235,30,-44
1263229,-75,-74
1263230,60,-224
1263237,-180,-14
1263238,-15,-74
1263239,-135,31
1263231,-45,226
1263236,0,1
1263234,-240,1
1263243,-15,-215
1263242,60,151
1263240,-45,-179
1263241,-30,-194
1263244,135,-149
1263248,75,91
1263249,-60,-164
1263246,0,-74
1263245,-15,-134
1263247,-75,106
1263253,150,-119
1263252,-225,181
1263254,0,1
1263250,105,91
1263251,180,-59
1263258,-60,151
1263259,165,1
1263257,-180,91
1263256,-135,91
1263260,195,118
1263255,-135,31
1263263,105,136
1263264,-105,136
1263261,90,61
1263267,-60,-14
1263269,45,-14
1263262,-60,166
1263270,105,61
1263265,75,76
1263272,-90,-29
1263266,0,16
1263273,0,76
1263271,-195,91
1263275,45,46
1263268,-90,-104
1263274,-45,1
1263277,-90,-119
1263279,-90,241
1263276,-60,-59
1263281,-195,76
1263284,-150,196
1263278,-75,31
1263285,-165,106
1263288,-135,31
1263287,75,-29
1263283,105,31
1263290,30,91
1263280,30,-44
1263291,-195,-74
1263286,195,151
1263282,120,31
1263289,15,-254
1263292,-134,-65
1263294,300,-29
1263296,60,-164
1263293,-30,121
1263297,-135,121
1263300,-90,31
1263301,-120,121
1263302,165,-29
1263298,30,31
1263303,-60,31
1263306,75,-119
1263307,30,-59
1263299,-135,76
1263304,-135,151
1263305,-75,185
1263310,-225,121
1263311,0,91
1263295,285,-89
1263309,60,1
1263308,-90,-224
1263316,-105,151
1263315,60,1
1263312,-60,76
1263314,195,-14
1263313,-30,121
1263320,120,61
1263321,-165,46
1263318,0,-17
1263322,-150,76
1263323,-195,136
1263319,75,-89
1263325,120,31
1263326,-90,16
1263324,-167,31
1263317,-30,-89
1263328,60,-29
1263327,135,31
1263331,240,-74
1263329,75,-149
1263332,-135,61
1263330,105,-119
1263335,0,1
1263337,0,35
1263333,-45,31
1263336,-150,76
1263338,-120,61
1263339,30,-119
1263334,-195,-179
1263342,-135,-194
1263341,-60,-59
1263345,-135,61
1263346,0,16
1263344,75,-134
1263340,0,136
1263348,-120,121
1263343,-184,35
1263351,90,46
1263350,-120,46
1263347,-195,1
1263354,-90,136
1263352,135,-164
1263349,-120,-209
1263356,-150,76
1263357,0,1
1263359,30,-224
1263353,83,-65
1263362,-75,-269
1263363,-17,-74
1263364,240,-89
1263355,-180,61
1263366,30,106
1263358,-45,91
1263361,-195,151
1263368,90,46
1263360,-30,-44
1263367,240,-59
1263365,-90,91
1263370,-15,136
1263373,-30,91
1263369,-15,-104
1263372,-15,-14
1263375,-285,-14
1263371,16,-17
1263378,-195,106
1263377,90,-89
1263374,60,151
1263381,-45,46
1263379,60,-89
1263383,0,31
1263376,120,136
1263384,165,31
1263380,-30,-14
1263382,0,1
1263386,-60,16
1263388,-150,61
1263387,-45,181
1263390,75,211
1263385,-45,76
1263393,-120,121
1263391,-15,181
1263389,-30,16
1263394,60,-89
1263392,150,-59
1263395,-45,-59
1263396,-135,-29
1263398,-120,106
1263401,-45,-239
1263399,90,-149
1263402,105,-44
1263404,-30,61
1263406,-120,76
1263405,-45,-119
1263403,-15,61
1263400,-45,196
1263409,-60,-74
1263397,-30,-119
1263408,120,106
1263410,-150,-119
1263411,90,-59
1263407,-75,1
1263414,15,-59
1263417,-30,1
1263412,-135,1
1263418,300,-299
1263416,-15,-254
1263413,90,31
1263420,-45,16
1263419,-195,136
1263421,-165,-164
1263423,-45,166
1263415,-30,-89
1263426,165,-14
1263424,-30,-89
1263422,-51,1
1263428,-15,-179
1263429,120,-44
1263427,-90,46
1263431,-210,-14
1263425,-195,106
1263434,-180,-179
1263435,120,-134
1263432,-105,121
1263437,-150,61
1263436,183,91
1263433,-150,-119
1263430,165,-44
1263440,15,-134
1263439,-90,1
1263442,0,181
1263438,0,46
1263446,-30,91
1263443,-165,91
1263441,-150,-104
1263448,-15,1
1263447,-165,91
1263444,120,-119
1263450,-30,1
1263453,-45,166
1263445,-60,1
1263454,-165,16
1263449,90,-44
1263451,-300,181
1263452,-15,1
1263457,-14,121
1263456,60,-74
1263459,-30,-74
1263455,150,181
1263458,-108,-89
1263463,75,31
1263464,-30,-284
1263461,150,16
1263460,-169,39
1263465,-90,-149
1263468,75,-74
1263469,-15,31
1263462,180,61
1263467,-75,-209
1263473,60,31
1263472,-60,-29
1263470,-135,-14
1263466,15,16
1263471,75,91
1263474,0,91
1263477,60,16
1263476,-105,31
1263478,-75,106
1263475,-75,-89
1263479,-240,91
1263483,-45,76
1263481,45,-119
1263482,-120,61
1263480,-150,91
1263485,-45,-59
1263484,-225,-89
1263488,-165,-29
1263487,195,46
1263489,-120,151
1263490,45,106
1263492,75,-29
1263494,-60,-119
1263495,-30,35
1263491,-17,-82
1263497,-75,46
1263499,0,31
1263493,165,181
1263500,135,-29
1263502,-150,31
1263496,60,121
1263498,33,-44
1263503,270,-179
1263505,15,-29
1263506,45,-89
1263486,-120,121
1263501,-75,136
1263509,0,-239
1263504,-60,151
1263511,-165,151
1263510,-75,181
1263507,30,61
1263508,-45,76
1263514,-90,-164
1263513,-45,-74
1263516,30,-104
1263517,15,-149
1263515,-30,-74
1263520,-135,166
1263518,-165,-44
1263512,-60,76
1263522,75,35
1263521,-30,136
1263523,-75,-119
1263524,-30,136
1263525,-75,16
1263526,-15,151
1263528,75,-89
1263529,-105,-44
1263530,0,46
1263532,-195,91
1263519,-150,-209
1263527,-67,-29
1263534,-30,136
1263531,-75,16
1263536,-75,16
1263535,-60,-89
1263537,-45,31
1263533,-150,151
1263538,-15,151
1263540,-172,133
1263541,-75,-104
1263542,45,61
1263543,-150,151
1263544,15,-149
1263539,195,31
1263547,0,-299
1263546,-90,46
1263545,-120,76
1263548,210,-89
1263549,0,76
1263551,-195,-29
1263550,45,-29
1263553,-105,-89
1263556,-120,166
1263552,-75,31
1263557,-90,181
1263555,30,91
1263558,60,31
1263559,0,-44
1263560,-30,-194
1263561,-75,106
1263554,-45,-82
1263563,30,-59
1263565,165,-89
1263567,30,106
1263566,60,-89
1263568,-30,31
1263562,15,31
1263564,30,46
1263570,0,76
1263571,165,-14
1263572,-90,-149
1263573,60,-134
1263574,45,-164
1263569,60,31
1263578,-150,-29
1263577,15,-89
1263576,-135,91
1263575,-14,121
1263579,-240,91
1263580,-135,46
1263583,-30,106
1263581,-150,91
1263584,0,31
1263587,-45,46
1263588,45,-179
1263589,-240,-119
1263585,30,106
1263591,-15,-74
1263592,-165,-14
1263586,-195,-44
1263593,-105,106
1263590,-75,-29
1263582,-105,121
1263594,66,-59
1263596,-45,-44
1263597,135,-104
1263599,-270,76
1263595,-105,-59
1263603,120,136
1263602,90,-89
1263598,-60,1
1263604,-120,16
1263605,240,-89
1263600,-30,136
1263608,-135,106
1263607,-150,-32
1263601,150,-59
1263610,225,31
1263611,-15,-119
1263606,-210,241
1263609,-195,226
1263613,-135,106
1263614,-45,-14
1263616,195,61
1263612,0,-59
1263617,0,76
1263620,15,-44
1263622,-120,46
1263619,-34,-44
1263615,0,1
1263621,-45,-29
1263624,-150,31
1263626,-105,76
1263625,-105,76
1263618,-45,31
1263629,15,-59
1263627,-210,-29
1263630,0,91
1263632,16,-29
1263634,-195,-89
1263631,-15,76
1263623,135,-44
1263636,-22,-36
1263628,66,121
1263638,-30,76
1263637,-165,106
1263639,0,61
1263641,210,121
1263633,255,16
1263643,-45,61
1263644,-90,-239
1263635,-135,31
1263645,-90,-44
1263646,-45,16
1263648,-180,106
1263642,-270,-89
1263640,-60,-104
1263649,-45,-134
1263651,-30,-14
1263652,-45,46
1263653,-105,76
1263647,-150,166
1263656,-180,76
1263657,-60,151
1263650,83,-130
1263658,60,196
1263659,-45,136
1263655,-60,31
1263661,-210,61
1263662,75,-29
1263664,-180,136
1263654,-135,-104
1263665,45,-119
1263667,-30,-74
1263666,60,-104
1263663,30,-14
1263669,-75,106
1263668,15,-104
1263660,-90,46
1263671,270,-14
1263672,30,-89
1263673,-75,1
1263675,-90,121
1263676,30,-14
1263674,-210,91
1263678,-150,91
1263679,-150,1
1263681,-15,46
1263682,105,-89
1263680,-150,61
1263684,-135,196
1263670,-120,-29
1263683,0,101
1263685,120,-104
1263686,90,61
1263687,33,-104
1263677,-15,-164
1263689,-180,166
1263692,-150,109
1263691,-180,61
1263693,-240,196
1263688,45,31
1263694,-75,-89
1263690,-105,76
1263697,-165,106
1263696,-180,61
1263699,45,181
1263698,270,196
1263701,0,-74
1263703,-30,-89
1263702,90,106
1263705,-105,-119
1263704,-120,-44
1263700,-90,61
1263695,-60,-59
1263707,-60,-82
1263708,-135,106
1263706,-90,106
1263709,-90,46
1263710,-195,136
1263711,-135,-209
1263714,-60,-59
1263712,-195,91
1263715,30,-164
1263717,-165,-29
1263718,-15,1
1263719,0,-164
1263720,-94,-104
1263713,-255,31
1263716,60,-209
1263722,-117,-15
1263724,135,16
1263725,-120,136
1263723,-135,46
1263721,-180,181
1263726,180,1
1263730,90,-14
1263729,-150,61
1263731,150,-194
1263728,-165,46
1263727,-30,271
1263734,-30,-14
1263732,195,-134
1263735,-90,121
1263736,90,76
1263737,150,91
1263740,45,196
1263733,75,-134
1263739,-105,-119
1263742,105,151
1263738,-15,91
1263743,-30,61
1263744,60,-14
1263741,-150,46
1263745,0,91
1263748,195,-29
1263747,-120,-59
1263750,270,31
1263751,285,-29
1263746,-120,31
1263754,60,-119
1263752,90,-119
1263753,-45,16
1263749,-135,1
1263756,-105,-89
1263755,45,-194
1263757,300,-32
1263759,-225,-23
1263761,240,-179
1263763,165,46
1263758,-45,-74
1263760,30,76
1263766,0,16
1263764,-17,-164
1263765,-60,46
1263767,-60,136
1263768,0,31
1263762,-75,211
1263771,195,-89
1263775,30,-134
1263773,90,-179
1263769,15,61
1263772,-30,-164
1263770,15,1
1263774,60,16
1263777,-30,151
1263778,105,-74
1263779,-210,211
1263783,-45,106
1263784,-60,-119
1263781,-210,121
1263776,-30,16
1263785,30,196
1263786,-75,136
1263787,-30,31
1263780,75,31
1263788,-165,-49
1263782,-30,-14
1263791,150,-173
1263792,30,91
1263793,-135,-14
1263789,-60,106
1263790,-75,1
1263795,-120,31
1263797,-75,166
1263798,-45,46
1263794,0,1
1263799,-15,-194
1263796,75,-119
1263802,-225,136
1263803,-60,-194
1263804,-90,-29
1263806,15,121
1263800,-135,166
1263801,105,16
1263808,-30,151
1263809,-45,31
1263810,0,91
1263805,-60,-104
1263811,-75,-29
1263807,-180,181
1263814,-135,-14
1263815,75,-179
1263816,-90,-44
1263813,-135,-44
1263818,60,-209
1263812,90,-14
1263820,-165,-104
1263821,0,-149
1263822,-30,91
1263817,0,1
1263824,-90,1
1263819,-30,151
1263823,-30,1
1263826,-45,-209
1263827,30,76
1263828,-180,46
1263830,-105,-134
1263825,-15,-44
1263829,-90,106
1263831,-30,196
1263833,-225,-104
1263834,225,-149
1263835,30,-44
1263832,-45,-74
1263836,-45,61
1263840,240,46
1263841,-150,-44
1263839,0,-14
1263842,-120,-74
1263837,-135,136
1263844,-15,46
1263845,-225,-29
1263846,-105,61
1263843,-150,-29
1263848,-15,-59
1263850,-105,-164
1263847,-30,-74
1263838,-105,-134
1263851,-165,61
1263849,15,-74
1263852,-75,-134
1263854,15,-44
1263853,-60,31
1263855,60,16
1263858,-14,121
1263856,150,-44
1263860,150,-164
1263861,165,-134
1263857,0,31
1263862,-30,46
1263863,-105,106
1263864,-135,61
1263866,-60,1
1263867,-15,-44
1263865,-150,61
1263869,-225,106
1263870,210,-119
1263871,-120,-59
1263872,-90,-89
1263859,150,106
1263868,-120,-59
1263873,-240,106
1263875,-15,106
1263876,-150,-44
1263877,-90,-119
1263874,-45,166
1263878,-60,-134
1263881,-135,31
1263883,225,151
1263882,75,-164
1263884,135,-119
1263887,-105,-29
1263888,-15,-29
1263886,-165,91
1263885,-15,-149
1263880,-30,-59
1263889,-60,1
1263890,90,-209
1263891,-120,166
1263879,-90,-59
1263892,-90,-209
1263893,-15,-209
1263896,45,-59
1263894,15,-29
1263897,90,-134
1263898,240,-74
1263900,-225,196
1263902,-60,-29
1263901,15,-44
1263904,-240,181
1263905,300,226
1263899,75,-89
1263906,30,-104
1263907,-120,-14
1263908,-105,46
1263909,-165,106
1263910,120,-29
1263912,45,-89
1263903,-120,-14
1263895,0,-134
1263914,-135,-89
1263915,-15,-89
1263916,-90,61
1263917,-150,31
1263913,-135,166
1263911,45,1
1263920,-30,-104
1263921,-165,136
1263922,-195,136
1263923,240,241
1263924,-167,44
1263926,-60,151
1263927,-135,31
1263928,195,16
1263918,-15,16
1263929,-30,-14
1263931,18,26
1263930,45,181
1263919,60,-89
1263925,-210,-164
1263932,75,-29
1263933,-30,-119
1263935,-45,166
1263936,180,-115
1263937,255,-44
1263940,225,1
1263941,-225,211
1263938,-45,-89
1263934,-180,-29
1263942,-195,46
1263945,270,-104
1263943,-120,1
1263939,45,16
1263944,-90,166
1263946,30,46
1263949,0,16
1263950,-30,91
1263947,-15,-29
1263951,30,1
1263948,-135,136
1263955,-150,91
1263954,0,91
1263953,-90,181
1263952,-135,121
1263956,-15,226
1263958,60,-89
1263960,-120,-29
1263957,-165,196
1263961,-30,1
1263959,60,-104
1263964,105,-254
1263962,-30,-29
1263965,-135,76
1263966,-38,-29
1263968,45,31
1263963,30,196
1263970,15,-74
1263967,-120,196
1263969,-135,-32
1263971,-180,-89
1263972,60,31
1263973,-60,-59
1263974,-15,31
1263976,0,181
1263975,-15,-104
1263981,-285,61
1263978,-105,151
1263980,135,-74
1263983,-45,-29
1263982,-30,16
1263979,-135,-15
1263985,-105,46
1263984,30,-59
1263987,-30,151
1263988,30,-199
1263977,75,106
1263989,150,-104
1263986,-150,218
1263991,-60,61
1263993,45,226
1263990,210,31
1263994,-90,-14
1263992,0,46
1263996,-165,91
1263998,-45,-29
1263999,-120,121
1263995,-105,181
1264001,75,1
1263997,-150,1
1264000,-45,91
1264003,-30,1
1264004,-60,-14
1264002,-30,-44
1264005,90,-44
1264007,90,-44
1264010,-60,-134
1264006,-150,121
1264008,-45,61
1264009,-75,181
1264011,120,61
1264013,15,-149
1264015,-45,130
1264014,-150,76
1264012,-120,-119
1264019,-60,-89
1264020,-45,-29
1264016,135,-74
1264021,-45,-74
1264022,150,121
1264017,60,16
1264025,165,-44
1264024,30,-74
1264023,120,241
1264018,45,-149
1264027,150,121
1264028,225,-134
1264031,-14,121
1264026,45,76
1264029,45,16
1264032,-135,-59
1264030,-17,46
1264034,120,-164
1264036,-135,-179
1264035,30,181
1264033,-120,-59
1264041,-15,-14
1264039,-15,-44
1264040,-120,106
1264042,-60,-119
1264045,-90,76
1264043,-75,121
1264038,-51,-65
1264037,-75,46
1264049,30,-104
1264046,-15,-44
1264048,-120,196
1264050,-210,241
1264047,45,91
1264053,-150,-149
1264044,0,61
1264055,150,-74
1264056,-67,106
1264058,-30,-179
1264061,-15,-14
1264060,-150,106
1264052,-120,151
1264057,45,-59
1264062,-30,-119
1264051,90,-59
1264063,-150,61
1264054,-105,136
1264064,0,211
1264067,-30,16
1264069,-90,-44
1264059,240,-239
1264066,90,-44
1264072,-90,61
1264071,60,-74
1264073,-165,-149
1264070,45,-89
1264076,-15,-179
1264075,-60,-164
1264077,-135,-119
1264078,-75,-98
1264065,165,-14
1264080,-45,76
1264074,-217,1
1264079,30,76
1264082,255,-164
1264083,-135,-119
1264081,150,-59
1264087,0,-44
1264084,-45,-119
1264089,0,46
1264088,-60,121
1264085,-30,-29
1264068,-120,-89
1264091,-45,166
1264086,-135,136
1264090,-195,151
1264093,-150,-29
1264094,90,85
1264095,135,46
1264092,-195,-59
1264097,-120,46
1264101,-45,31
1264100,0,-134
1264099,30,211
1264102,60,-239
1264105,90,-14
1264098,-75,-115
1264106,-30,-29
1264103,0,76
1264104,15,76
1264108,-240,-29
1264109,15,76
1264111,-210,46
1264096,-225,-119
1264114,0,-209
1264107,15,-59
1264113,-150,-224
1264115,30,-194
1264110,165,-104
1264112,-30,-29
1264116,183,121
1264118,-51,-44
1264121,-45,-59
1264117,-75,-179
1264124,90,-89
1264120,-180,121
1264125,30,-179
1264119,-105,-29
1264126,-135,46
1264122,-51,-84
1264127,135,-44
1264123,285,-115
1264130,15,16
1264128,-45,16
1264129,75,46
1264132,-45,-29
1264134,-45,-209
1264133,-45,-134
1264131,30,16
1264136,-60,1
1264139,-75,91
1264137,-15,91
1264140,-105,1
1264138,75,-74
1264135,-105,-14
1264144,150,31
1264143,-165,46
1264146,-75,106
1264142,-195,136
1264145,-255,46
1264149,0,-134
1264141,-150,136
1264150,-180,31
1264151,135,181
1264147,-75,-149
1264154,-30,106
1264148,120,-104
1264152,180,61
1264156,-117,-164
1264153,-135,61
1264155,-150,-119
1264159,75,68
1264157,-45,-44
1264162,150,-74
1264161,0,46
1264158,-150,91
1264160,105,211
1264165,210,-119
1264164,135,-59
1264167,-75,-29
1264166,-45,121
1264168,105,61
1264171,-30,31
1264169,180,-32
1264172,120,-44
1264173,-105,136
1264170,-30,-89
1264163,45,-134
1264176,-45,-134
1264175,-195,-29
1264174,-45,-209
1264179,-195,166
1264178,120,-59
1264182,90,-59
1264177,-135,181
1264180,-210,91
1264185,75,-14
1264184,-180,-59
1264186,0,1
1264187,-105,61
1264183,135,-74
1264190,45,-149
1264181,0,-104
1264193,-150,61
1264188,-134,91
1264189,15,1
1264195,-225,136
1264191,60,-134
1264197,-180,-59
1264194,-45,16
1264200,-120,121
1264192,-60,-89
1264202,90,106
1264204,-105,-164
1264199,-75,-164
1264198,270,16
1264206,-105,46
1264196,30,136
1264201,-75,-89
1264207,60,-104
1264210,-120,211
1264208,225,-104
1264203,-180,46
1264205,15,136
1264213,105,91
1264214,-165,-44
1264209,-255,76
1264212,-45,-29
1264218,-30,31
1264211,-180,136
1264219,15,46
1264215,-90,61
1264222,-120,241
1264217,-75,16
1264224,-134,-224
1264220,-165,166
1264226,210,-119
1264228,-15,-44
1264225,150,-119
1264230,285,-59
1264231,30,-149
1264227,-45,46
1264223,75,1
1264221,-210,241
1264233,240,226
1264234,225,61
