id,sex,teeth,months
ic18,male,54 64,17.3
icnp,male,54 64,15.7
idcj,male,54 64,17.4
ie5v,male,54 64,16.4
ifn0,male,54 64,15.9
igo0,male,54 64,18.6
ihyn,male,54 64,13.4
iiso,male,54 64,10.4
ilje,male,54 64,14.7
imgp,male,54 64,20.2
imv0,male,54 64,14.5
inph,male,54 64,10.5
io84,male,54 64,13.3
ip4o,male,54 64,16.8
ipz6,male,54 64,14.2
ir55,male,54 64,16.6
iruv,male,54 64,11.5
isgj,male,54 64,14.2
iufg,male,54 64,14.8
iwc3,male,54 64,13.8
iz9m,male,54 64,14.3
j3ce,male,54 64,13.9
j3m5,male,54 64,9
j64k,male,54 64,15.2
j72t,male,54 64,14.1
j7qa,male,54 64,16.9
j88x,male,54 64,13.5
jagm,male,54 64,14
jd34,male,54 64,11.4
jdje,male,54 64,11.6
jfzb,male,54 64,15
ji4y,male,54 64,11.3
jj1h,male,54 64,14.8
jkv4,male,54 64,11.8
jmoe,male,54 64,16.3
jp47,male,54 64,17.6
jr5y,male,54 64,15
jrs3,male,54 64,16
jvcr,male,54 64,14.6
1b9,female,84 74,16.4
24t,female,84 74,18.5
2ny,female,84 74,18.8
40u,female,84 74,19.7
518,female,84 74,12.6
654,female,84 74,18
6mq,female,84 74,13.7
8w7,female,84 74,13.5
aab,female,84 74,12.8
aw2,female,84 74,16.9
cyw,female,84 74,10.9
dts,female,84 74,19.7
e4y,female,84 74,14.1
jpn,female,84 74,18.7
ozn,female,84 74,13
pz8,female,84 74,15.8
qbw,female,84 74,12.3
tmd,female,84 74,17.3
uq6,female,84 74,14
wb9,female,84 74,16.8
x4n,female,84 74,14.7
yhh,female,84 74,14.1
zk0,female,84 74,12.8
13q7,female,84 74,16.1
15wt,female,84 74,15.1
176w,female,84 74,17.1
18q0,female,84 74,17.6
1a71,female,84 74,19.3
1azp,female,84 74,14.9
1dj5,female,84 74,16.7
1eq6,female,84 74,16.1
1fr7,female,84 74,16.2
1hyg,female,84 74,12.1
1k35,female,84 74,15.7
1kmt,female,84 74,16.2
1mxd,female,84 74,15.3
1qh4,female,84 74,16.6
1sa8,female,84 74,16.8
1tmp,female,84 74,12.8
1uew,female,84 74,18
1xo2,female,84 74,14.7
1zkz,female,84 74,14.8
20ai,female,84 74,13.1
215y,female,84 74,17
21ua,female,84 74,17.3
2359,female,84 74,13.5
24gz,female,84 74,15.3
25bq,female,84 74,12.3
25yt,female,84 74,12.6
29lp,female,84 74,14.8
2ak3,female,84 74,19.9
2av5,female,84 74,16.2
2euy,female,84 74,10.7
2fqv,female,84 74,10.2
2hbe,female,84 74,13.4
2hlq,female,84 74,12.8
2iiy,female,84 74,15.6
2j9b,female,84 74,12.3
2kgi,female,84 74,13.8
2lnr,female,84 74,16.2
2mgp,female,84 74,17.1
2obz,female,84 74,11.7
2p4t,female,84 74,18.2
2pgj,female,84 74,15
2usy,female,84 74,14.8
2vsx,female,84 74,17.5
2ygz,female,84 74,12.5
30dd,female,84 74,14.2
33fz,female,84 74,17
344e,female,84 74,16.7
3595,female,84 74,18.5
35r1,female,84 74,20.5
36ph,female,84 74,15.8
39sb,female,84 74,17.3
3ahs,female,84 74,14.8
3b37,female,84 74,19
3bs4,female,84 74,12.4
3dli,female,84 74,12.9
3dzv,female,84 74,15.8
3h80,female,84 74,16.9
3ilh,female,84 74,13.4
3kbe,female,84 74,15.8
3l52,female,84 74,17.3
3n44,female,84 74,12
3oof,female,84 74,18.7
3oso,female,84 74,15.7
3r8d,female,84 74,15.6
3s9u,female,84 74,14.5
3sqt,female,84 74,14.9
3uxt,female,84 74,14.3
3wcc,female,84 74,13.9
3wjz,female,84 74,15.8
3yja,female,84 74,22.3
41ox,female,84 74,13.9
46sp,female,84 74,17.8
47d5,female,84 74,14.9
489q,female,84 74,16.4
4am6,female,84 74,20.2
4bbu,female,84 74,21.1
4d9w,female,84 74,13.9
4e6a,female,84 74,17.6
4ej0,female,84 74,8.1
4geb,female,84 74,11.2
4nrj,female,84 74,13.5
4os0,female,84 74,16.7
4phu,female,84 74,17.3
4px5,female,84 74,17.2
4qny,female,84 74,14.3
4tt9,female,84 74,13.9
4vmn,female,84 74,13.9
4w30,female,84 74,13.5
4ya6,female,84 74,15.7
4zhw,female,84 74,16
50za,female,84 74,15
54dh,female,84 74,23.2
56jz,female,84 74,13.2
57d7,female,84 74,14.1
5eyf,female,84 74,12.8
5fb0,female,84 74,17.3
5g28,female,84 74,14.8
5hb3,female,84 74,18
5hm6,female,84 74,14.8
5igz,female,84 74,14
5m81,female,84 74,19.8
5nnt,female,84 74,15.8
5o0j,female,84 74,14.8
5p4o,female,84 74,15.4
5pmt,female,84 74,15.1
5tj0,female,84 74,15.3
5u4z,female,84 74,13.5
5v6s,female,84 74,18.1
5y30,female,84 74,17.8
5zb0,female,84 74,18.9
6089,female,84 74,13.1
62vg,female,84 74,18.4
64jc,female,84 74,18.6
685o,female,84 74,16.4
68nq,female,84 74,18.6
6b7s,female,84 74,14.9
6bpt,female,84 74,15.4
6egr,female,84 74,12.6
6frn,female,84 74,14.3
6gn5,female,84 74,19.1
6hw5,female,84 74,15.2
6ixs,female,84 74,17.1
6jy8,female,84 74,17.4
6kep,female,84 74,17.7
6ljm,female,84 74,15.8
6nj6,female,84 74,14
6nz6,female,84 74,18.5
6ppx,female,84 74,14.2
6qfs,female,84 74,11
6rea,female,84 74,16
6rur,female,84 74,16.1
6usp,female,84 74,14.2
6vh2,female,84 74,10.8
6wi0,female,84 74,11.9
6xb0,female,84 74,17.4
719h,female,84 74,13.5
73p0,female,84 74,10.5
75xz,female,84 74,16.9
77el,female,84 74,17.2
7b2l,female,84 74,12.8
7bju,female,84 74,15.3
7ceq,female,84 74,19.2
7ek7,female,84 74,12.9
7gdl,female,84 74,16.8
7ibf,female,84 74,15.4
7j3t,female,84 74,14.5
7jni,female,84 74,15.2
7kgv,female,84 74,17.6
7l8e,female,84 74,15
7ndc,female,84 74,20
7nve,female,84 74,14.5
7pcw,female,84 74,13.1
7pya,female,84 74,18.4
7t5y,female,84 74,16.5
7zgm,female,84 74,16.3
8247,female,84 74,17.5
825g,female,84 74,18.9
86re,female,84 74,14.9
87nz,female,84 74,18
89pm,female,84 74,15.7
8a6c,female,84 74,10.4
8e8i,female,84 74,11.4
8f6e,female,84 74,13
8gyt,female,84 74,13.4
8i4c,female,84 74,13.4
8jl2,female,84 74,12.9
8kt7,female,84 74,16.5
8n4u,female,84 74,14
8opa,female,84 74,15.8
8qx1,female,84 74,17.9
8veg,female,84 74,16.6
8yfo,female,84 74,19.6
8yzt,female,84 74,20.4
91ee,female,84 74,12.7
92dn,female,84 74,13
93tj,female,84 74,20.3
950a,female,84 74,16.4
95jl,female,84 74,14.8
96i2,female,84 74,14.3
97i4,female,84 74,14.5
97ub,female,84 74,14.6
98li,female,84 74,16.6
9a2s,female,84 74,19.3
9ai0,female,84 74,13.5
9dqm,female,84 74,17.5
9gfj,female,84 74,15.3
9ngh,female,84 74,16.5
9obk,female,84 74,16.3
9q3t,female,84 74,19.6
9rsx,female,84 74,14.1
9vcc,female,84 74,19.4
9xyy,female,84 74,19.3
9yq0,female,84 74,12.2
a0zv,female,84 74,16.2
a1l5,female,84 74,14.8
a1wl,female,84 74,17.9
a35m,female,84 74,13.4
a41p,female,84 74,16.7
a4iu,female,84 74,15.5
a6pb,female,84 74,17.3
a8kf,female,84 74,17.2
aa55,female,84 74,16.7
adem,female,84 74,18.7
adle,female,84 74,16.5
aena,female,84 74,12.6
ahve,female,84 74,18
an6l,female,84 74,14.6
apph,female,84 74,13.7
aqga,female,84 74,13
as2g,female,84 74,18.4
asae,female,84 74,14.9
at5b,female,84 74,16
auw7,female,84 74,17.2
ay8r,female,84 74,15.6
b072,female,84 74,16.6
b27v,female,84 74,14.6
b36i,female,84 74,14.7
b49k,female,84 74,16.6
b5ro,female,84 74,14.9
b818,female,84 74,16.6
b8q1,female,84 74,16.5
b9ny,female,84 74,15.4
baby,female,84 74,15.5
bd9q,female,84 74,17.6
bdse,female,84 74,12.6
bf1y,female,84 74,15.6
bfmg,female,84 74,15.3
bjo9,female,84 74,18.5
bm1j,female,84 74,14.6
bmqw,female,84 74,10.8
bnwa,female,84 74,14.4
bpeh,female,84 74,13.6
brpk,female,84 74,19
bsms,female,84 74,17.9
bui4,female,84 74,15.2
bw1a,female,84 74,15.5
bwmb,female,84 74,18.3
bx87,female,84 74,16.3
c2z9,female,84 74,12.2
c3uk,female,84 74,12.8
c4kz,female,84 74,16.2
c4yx,female,84 74,15.8
c61e,female,84 74,14
c6va,female,84 74,13.9
c880,female,84 74,15.1
c9yv,female,84 74,16.8
cahd,female,84 74,14.9
cdb7,female,84 74,17.4
cfjz,female,84 74,13.8
cgc6,female,84 74,13.6
chz5,female,84 74,12.2
cj79,female,84 74,17.5
ck0w,female,84 74,17.6
cmlm,female,84 74,14.7
co0f,female,84 74,18.6
cp8o,female,84 74,15.9
cppv,female,84 74,15.8
cqf4,female,84 74,16.8
csqz,female,84 74,11.6
ctgk,female,84 74,17
cuaw,female,84 74,15.4
cvvs,female,84 74,13
cxgj,female,84 74,13.3
cy5z,female,84 74,19.9
czim,female,84 74,16.5
d0pe,female,84 74,15
d404,female,84 74,10.7
d5gf,female,84 74,15
d6jw,female,84 74,10.4
d7sv,female,84 74,15.9
d8ix,female,84 74,18.4
dadp,female,84 74,19.3
dcsx,female,84 74,19.2
dfiq,female,84 74,15.5
dgmp,female,84 74,13.1
dios,female,84 74,16.5
dk4o,female,84 74,17.5
dkob,female,84 74,17.1
dmpa,female,84 74,12.7
dpol,female,84 74,12.8
drkp,female,84 74,14.4
dt0j,female,84 74,12.4
du43,female,84 74,17.1
dwti,female,84 74,15.3
dydn,female,84 74,18.7
e0f1,female,84 74,12.8
e0pd,female,84 74,14.6
e1fb,female,84 74,13.1
e4a8,female,84 74,11.1
e52w,female,84 74,15.1
e5t2,female,84 74,13
e6np,female,84 74,15.2
e8f4,female,84 74,20
e9m2,female,84 74,15.2
ecw1,female,84 74,16.7
ef35,female,84 74,15.4
egfd,female,84 74,12.5
eh72,female,84 74,14.6
eiwq,female,84 74,16.1
ejc6,female,84 74,17.8
ek3z,female,84 74,15.2
el1t,female,84 74,17.7
enjm,female,84 74,17.9
ep74,female,84 74,17.3
eq4b,female,84 74,14.7
ereg,female,84 74,18.3
esug,female,84 74,16.4
euds,female,84 74,14.9
evdp,female,84 74,15.4
ew0j,female,84 74,15.3
eymq,female,84 74,14.5
f0vk,female,84 74,13.1
f3o7,female,84 74,17.7
f4hz,female,84 74,13.9
f5cw,female,84 74,15.7
f5nh,female,84 74,12.5
f72m,female,84 74,13
f81g,female,84 74,17.5
fata,female,84 74,15.2
fbzr,female,84 74,15
fg62,female,84 74,12.7
fhiw,female,84 74,12.9
fibh,female,84 74,15.3
fl4o,female,84 74,15
flu1,female,84 74,15.8
fmnx,female,84 74,14.1
fnv0,female,84 74,14.6
fold,female,84 74,11
fpbz,female,84 74,16.6
fr18,female,84 74,16.5
ft06,female,84 74,17.4
fvbe,female,84 74,16.1
fwio,female,84 74,11.6
fyds,female,84 74,14.1
fzot,female,84 74,14.5
g0wu,female,84 74,14.4
g1v3,female,84 74,14.7
g3ee,female,84 74,19.6
g4mo,female,84 74,19.1
g54o,female,84 74,15.6
g65m,female,84 74,13
g84n,female,84 74,12
g90q,female,84 74,17.2
gaf5,female,84 74,14.4
gbas,female,84 74,15.6
gc7a,female,84 74,14.5
gdrb,female,84 74,15.7
gi5g,female,84 74,15.8
gjwr,female,84 74,18.5
gnfi,female,84 74,16.2
gqv5,female,84 74,11
gss3,female,84 74,19.4
gt2j,female,84 74,14.8
gv8h,female,84 74,14.4
gva4,female,84 74,14.5
gx53,female,84 74,13.3
gxy4,female,84 74,15.4
gymf,female,84 74,13.8
gzzp,female,84 74,12.7
h2sq,female,84 74,12.7
h54i,female,84 74,11.8
h60i,female,84 74,13.5
h66i,female,84 74,17.4
h72t,female,84 74,12.3
haae,female,84 74,16.6
hba9,female,84 74,14.6
hcwy,female,84 74,14.2
hdxl,female,84 74,15.5
hg18,female,84 74,14.5
hg7j,female,84 74,18.5
hi1m,female,84 74,15
hjx1,female,84 74,11.6
hkhx,female,84 74,14.7
hl15,female,84 74,15.3
homr,female,84 74,15.8
hq5j,female,84 74,13.2
hw3z,female,84 74,14.4
i15c,female,84 74,17
i2yy,female,84 74,13.1
i4wh,female,84 74,12.3
i5s9,female,84 74,11.7
if19,female,84 74,18.7
ih9x,female,84 74,13.6
ijnv,female,84 74,14
ikcz,female,84 74,12.3
isrq,female,84 74,16.9
itne,female,84 74,12.7
ivks,female,84 74,17.3
iwlg,female,84 74,20.6
ixc4,female,84 74,15
iyct,female,84 74,18.7
j0dg,female,84 74,14
j0o8,female,84 74,13.1
j1b8,female,84 74,15.5
j2b1,female,84 74,16.3
j4e9,female,84 74,15.3
j5mr,female,84 74,14.5
j9lj,female,84 74,13.5
ja17,female,84 74,18.6
jbg1,female,84 74,15.2
jcr3,female,84 74,16.3
jezf,female,84 74,17.1
jfa6,female,84 74,10.8
jgpk,female,84 74,14.5
jiud,female,84 74,14.5
jjv2,female,84 74,16.1
jltu,female,84 74,17.2
jmyj,female,84 74,14.6
jnqb,female,84 74,15.5
jocv,female,84 74,14
jqg8,female,84 74,7.7
jsom,female,84 74,14.3
jtgx,female,84 74,16.3
ju16,female,84 74,13.2
junl,female,84 74,13.9
3rp,male,84 74,16.9
75d,male,84 74,18.3
7qu,male,84 74,15.3
9l1,male,84 74,17.7
c3j,male,84 74,14.9
eoi,male,84 74,11
g0i,male,84 74,19.8
gy4,male,84 74,12.1
h13,male,84 74,16.4
igq,male,84 74,18
j5h,male,84 74,16.8
kj0,male,84 74,17.5
kv2,male,84 74,13.5
ltr,male,84 74,19.3
muo,male,84 74,10.2
nms,male,84 74,16.9
ogm,male,84 74,16.4
rre,male,84 74,22.3
rsp,male,84 74,16.2
snb,male,84 74,17
vee,male,84 74,18.8
xbu,male,84 74,17.3
z24,male,84 74,16.2
10a9,male,84 74,12.3
11sa,male,84 74,16
125j,male,84 74,16.7
130j,male,84 74,18.7
14jq,male,84 74,15.3
15gw,male,84 74,20.2
17qy,male,84 74,16.3
18wj,male,84 74,17.5
1br7,male,84 74,17.6
1cl6,male,84 74,16.7
1ctu,male,84 74,16.4
1f8i,male,84 74,14.9
1h7e,male,84 74,14.1
1i82,male,84 74,14.3
1jat,male,84 74,19.5
1l5e,male,84 74,15.6
1mds,male,84 74,16.5
1nti,male,84 74,16.2
1o6r,male,84 74,19.5
1p05,male,84 74,14.1
1qjv,male,84 74,18.8
1rl9,male,84 74,19
1tha,male,84 74,20.6
1vj8,male,84 74,13.7
1wie,male,84 74,16.4
1ws8,male,84 74,13.4
1yk2,male,84 74,18.3
22fb,male,84 74,16.1
23tg,male,84 74,15.9
2774,male,84 74,13.8
27j9,male,84 74,15.9
28wt,male,84 74,15.1
2c3m,male,84 74,21.2
2cit,male,84 74,14.8
2dh5,male,84 74,15.9
2e2e,male,84 74,10.8
2g2g,male,84 74,15.3
2l2p,male,84 74,12.1
2n94,male,84 74,16.4
2qdv,male,84 74,14.2
2qto,male,84 74,16.5
2s3r,male,84 74,14.7
2svk,male,84 74,15
2ti2,male,84 74,17.2
2u5n,male,84 74,10
2w9l,male,84 74,19.7
2x8q,male,84 74,16.3
2yry,male,84 74,14.4
2zl5,male,84 74,18.4
30ub,male,84 74,17.4
31s4,male,84 74,12.3
3327,male,84 74,13.3
36zy,male,84 74,14.4
38d3,male,84 74,17.4
38mg,male,84 74,17
3cu3,male,84 74,14
3eus,male,84 74,16.5
3fz6,male,84 74,22.7
3gky,male,84 74,14.5
3igj,male,84 74,17.3
3jgn,male,84 74,14.7
3lu7,male,84 74,14.2
3nnk,male,84 74,18.4
3pyf,male,84 74,13.5
3qvq,male,84 74,16.6
3tm9,male,84 74,16
3upb,male,84 74,16.5
3xcw,male,84 74,12.3
3zaa,male,84 74,14.8
408c,male,84 74,16.9
40at,male,84 74,15.3
41wz,male,84 74,11.3
42ut,male,84 74,16.1
4412,male,84 74,18.9
44ev,male,84 74,14.6
45eh,male,84 74,20.4
469z,male,84 74,18.7
48uy,male,84 74,21.2
4a99,male,84 74,18.8
4c8o,male,84 74,12.9
4fjt,male,84 74,11.5
4gp6,male,84 74,19.6
4hl0,male,84 74,16.1
4idu,male,84 74,17.6
4jbb,male,84 74,16.9
4kau,male,84 74,16.2
4kmy,male,84 74,19.2
4lq0,male,84 74,14.6
4m5q,male,84 74,16.5
4muk,male,84 74,14.3
4rn1,male,84 74,15.8
4sn7,male,84 74,17.4
4t31,male,84 74,17.7
4uxl,male,84 74,16.3
4x5v,male,84 74,14.8
4xsk,male,84 74,21.4
50cn,male,84 74,11.6
51hi,male,84 74,17.1
52s7,male,84 74,17.8
52zu,male,84 74,20.4
54qe,male,84 74,15.4
55in,male,84 74,15.6
57o9,male,84 74,19.6
58dn,male,84 74,19.1
59b2,male,84 74,16
5adn,male,84 74,14.8
5aoy,male,84 74,18.8
5c40,male,84 74,15.3
5crp,male,84 74,15.6
5dfj,male,84 74,16.7
5dso,male,84 74,15.5
5j8k,male,84 74,14.1
5k2v,male,84 74,15.7
5la9,male,84 74,15.9
5lpj,male,84 74,10
5q32,male,84 74,14.1
5r6a,male,84 74,14.5
5rnu,male,84 74,12.9
5swi,male,84 74,19.9
5vsn,male,84 74,13.4
5we1,male,84 74,15
5xn4,male,84 74,18.5
5ypy,male,84 74,17.6
61e1,male,84 74,14.6
627y,male,84 74,14.1
63t7,male,84 74,20.2
64qd,male,84 74,13.3
65gz,male,84 74,11.2
66sf,male,84 74,16.7
67qu,male,84 74,15.4
69vk,male,84 74,13.5
6aud,male,84 74,17.2
6cur,male,84 74,13.4
6dn4,male,84 74,16.4
6eqx,male,84 74,12.9
6h5v,male,84 74,14.5
6m31,male,84 74,11.8
6mu7,male,84 74,13.7
6phu,male,84 74,17.3
6szr,male,84 74,16.5
6tq5,male,84 74,14.5
6w2r,male,84 74,18.1
6yf0,male,84 74,12.7
6z53,male,84 74,13.5
6zrl,male,84 74,15.7
7106,male,84 74,12.6
728p,male,84 74,15.1
72xv,male,84 74,14.4
74j9,male,84 74,17.3
756u,male,84 74,19.2
76hs,male,84 74,16.6
787r,male,84 74,16.5
794q,male,84 74,19.7
7a1g,male,84 74,19.3
7d63,male,84 74,12.5
7e60,male,84 74,16.6
7fmv,male,84 74,20.8
7gjp,male,84 74,19
7hf8,male,84 74,15.7
7mb4,male,84 74,10.1
7ols,male,84 74,12.6
7qrd,male,84 74,16.4
7rmi,male,84 74,22.2
7skl,male,84 74,14.7
7ubc,male,84 74,20.2
7uwg,male,84 74,16.9
7vtc,male,84 74,13.9
7wo7,male,84 74,14.3
7x9g,male,84 74,17.1
7y7t,male,84 74,17.2
7yxs,male,84 74,16.5
80gp,male,84 74,16.6
814b,male,84 74,12.7
831a,male,84 74,12.4
84ar,male,84 74,15.7
84p6,male,84 74,13.6
8583,male,84 74,13.6
866l,male,84 74,16.7
88su,male,84 74,16
8b99,male,84 74,20.3
8blw,male,84 74,19.2
8cqw,male,84 74,12.9
8ddx,male,84 74,15.8
8fzv,male,84 74,16.2
8gh1,male,84 74,15.1
8ihx,male,84 74,19.4
8kdh,male,84 74,17.6
8luc,male,84 74,12.4
8mah,male,84 74,17.3
8of5,male,84 74,17.4
8pcu,male,84 74,18.1
8qg4,male,84 74,13.5
8s25,male,84 74,17.5
8spb,male,84 74,15.2
8tmn,male,84 74,19.3
8u77,male,84 74,13
8w2k,male,84 74,13.3
8wfs,male,84 74,17.8
8xe5,male,84 74,15
8zhe,male,84 74,17.1
904k,male,84 74,16.6
933g,male,84 74,19
94g5,male,84 74,16.4
9bgu,male,84 74,15.2
9cc4,male,84 74,16.2
9cif,male,84 74,21
9e8w,male,84 74,19.1
9f6b,male,84 74,19.4
9fpc,male,84 74,13.3
9h6r,male,84 74,21.7
9i2z,male,84 74,12.7
9iy3,male,84 74,12.5
9ju8,male,84 74,18
9kuf,male,84 74,13.5
9l2q,male,84 74,17.1
9lsl,male,84 74,9.7
9n4c,male,84 74,16.6
9pia,male,84 74,15.7
9qlh,male,84 74,18.7
9s01,male,84 74,16.2
9spy,male,84 74,17.2
9u4n,male,84 74,15.1
9uae,male,84 74,12.6
9vsz,male,84 74,18.7
9x6b,male,84 74,16.6
9yu2,male,84 74,15.3
a0b9,male,84 74,15.6
a576,male,84 74,13.9
a5wl,male,84 74,16
a7qo,male,84 74,20.8
a98h,male,84 74,13.3
aamp,male,84 74,17.6
abb1,male,84 74,15.5
ac6a,male,84 74,10.6
afl3,male,84 74,13.9
agfd,male,84 74,17.2
agz8,male,84 74,20.1
aiq9,male,84 74,18.8
aix6,male,84 74,16.4
ak8n,male,84 74,12.2
akoe,male,84 74,17.4
albi,male,84 74,14.8
aly2,male,84 74,13
ao8d,male,84 74,13
aoxi,male,84 74,16.6
ar2u,male,84 74,18.5
attf,male,84 74,14.8
avgh,male,84 74,18.6
aw6u,male,84 74,14.9
axd0,male,84 74,19.2
aytp,male,84 74,10.7
az47,male,84 74,16.5
b0vv,male,84 74,19.4
b1xe,male,84 74,14.7
b4t9,male,84 74,10
b66p,male,84 74,13
b7hb,male,84 74,13.5
bb3m,male,84 74,14.1
bbj2,male,84 74,17.3
bcup,male,84 74,19.6
bgc0,male,84 74,15.2
bh19,male,84 74,15.1
bhvf,male,84 74,16
biuj,male,84 74,20.4
bk12,male,84 74,13.3
bl7p,male,84 74,12.3
bmzu,male,84 74,16.8
boz7,male,84 74,14.7
bqbg,male,84 74,19.5
brko,male,84 74,15
btwb,male,84 74,18.8
buxf,male,84 74,18.8
by8i,male,84 74,14.1
byxr,male,84 74,23.1
bzqy,male,84 74,19.6
c0h5,male,84 74,17.3
c1hj,male,84 74,16.7
c27j,male,84 74,13.7
c7ib,male,84 74,17.1
c8rb,male,84 74,11.2
cbj5,male,84 74,20.1
cbxy,male,84 74,13.2
cckf,male,84 74,11.3
cee8,male,84 74,13
cetr,male,84 74,15.4
cho1,male,84 74,17.7
ckiz,male,84 74,19.9
cl2w,male,84 74,16.8
cme9,male,84 74,18.7
co3c,male,84 74,16
crbs,male,84 74,15.3
cskg,male,84 74,15.9
cv9o,male,84 74,15.8
cwwz,male,84 74,18
d011,male,84 74,17.7
d1ry,male,84 74,18.3
d2eq,male,84 74,16.2
d36v,male,84 74,12.8
d4mt,male,84 74,18.1
d6cn,male,84 74,13.7
d9ec,male,84 74,18.7
db3x,male,84 74,13.2
dbu4,male,84 74,21.6
dc5a,male,84 74,16.4
ddw9,male,84 74,17.7
dexo,male,84 74,14.4
dgap,male,84 74,14.8
dhcy,male,84 74,13.1
djem,male,84 74,14.2
dlgu,male,84 74,18.2
dnb0,male,84 74,16.2
dnum,male,84 74,17
dop3,male,84 74,16.5
dqji,male,84 74,15
dr54,male,84 74,12.3
dsqa,male,84 74,19.1
dv3s,male,84 74,14.8
dvld,male,84 74,17.6
dw0w,male,84 74,15.3
dxnt,male,84 74,10.2
dz34,male,84 74,19.6
e2n8,male,84 74,17.5
e36l,male,84 74,16.6
e6yo,male,84 74,16.1
e7l2,male,84 74,10.5
eafv,male,84 74,12.9
eatw,male,84 74,17.8
ec0l,male,84 74,13.2
ed7u,male,84 74,17.5
ee5v,male,84 74,13.8
efwi,male,84 74,10.8
ehu2,male,84 74,12.2
eljq,male,84 74,17.7
emku,male,84 74,17.2
eo60,male,84 74,18.5
eppp,male,84 74,14.5
ervz,male,84 74,19
etfh,male,84 74,15.8
ewnt,male,84 74,12.5
exag,male,84 74,21.4
eydc,male,84 74,16.3
ezds,male,84 74,14.9
f15w,male,84 74,17.4
f28l,male,84 74,12.5
f2q8,male,84 74,13.8
f6cl,male,84 74,17.6
f92s,male,84 74,14.1
f9z3,male,84 74,19.6
fbbj,male,84 74,10.5
fcj2,male,84 74,18.1
fdeb,male,84 74,17.8
fec7,male,84 74,11.3
fezb,male,84 74,12.6
fh1w,male,84 74,15.9
fjb1,male,84 74,15.3
fjg6,male,84 74,18.3
fktj,male,84 74,17.9
fq0v,male,84 74,13.7
fr6d,male,84 74,18.1
fs7m,male,84 74,19.3
ftp0,male,84 74,17.4
fuxy,male,84 74,14.1
fwxt,male,84 74,15.5
fxgn,male,84 74,17.8
fz3x,male,84 74,17.1
g21d,male,84 74,15.8
g400,male,84 74,15.1
g6o5,male,84 74,16.6
g7sq,male,84 74,15
g9sv,male,84 74,17.3
gd44,male,84 74,13
gf1a,male,84 74,21.7
gf7h,male,84 74,14.2
ggi1,male,84 74,13.8
gh9n,male,84 74,19
gi0s,male,84 74,19.6
gjdd,male,84 74,17.1
gkz7,male,84 74,15.9
gl9v,male,84 74,16.3
gm6t,male,84 74,19
gno9,male,84 74,14
gona,male,84 74,15.9
gpki,male,84 74,16.1
gpw4,male,84 74,15.5
grtd,male,84 74,17.9
gu1t,male,84 74,17.4
gwrt,male,84 74,18.8
gzo7,male,84 74,13
h195,male,84 74,16.2
h1gj,male,84 74,14.5
h37f,male,84 74,18.1
h497,male,84 74,16.1
h83f,male,84 74,21.5
h8wq,male,84 74,16.4
h9g0,male,84 74,14.6
hbgz,male,84 74,13.5
hd46,male,84 74,20.2
herw,male,84 74,16.2
hhj3,male,84 74,16.1
hiiv,male,84 74,15
hm27,male,84 74,19.6
hm9t,male,84 74,15.9
hnq6,male,84 74,16.8
ho1h,male,84 74,14.2
hpvw,male,84 74,13.1
hr3h,male,84 74,18.3
hrt8,male,84 74,11.9
hshy,male,84 74,16.5
htb7,male,84 74,13.8
huje,male,84 74,16.6
hvhw,male,84 74,17.6
hwtb,male,84 74,14.2
hx8x,male,84 74,18.2
hyi5,male,84 74,18.5
hyn6,male,84 74,18.2
i01l,male,84 74,19.5
i0ic,male,84 74,16.2
i28t,male,84 74,15.9
i3cj,male,84 74,15.2
i4ql,male,84 74,15.7
i6oe,male,84 74,16.2
i7dw,male,84 74,16.9
i7za,male,84 74,11.2
i90i,male,84 74,9.5
i9tt,male,84 74,16.5
iars,male,84 74,17.9
ibfk,male,84 74,14
ic18,male,84 74,16.3
icnp,male,84 74,18.1
idcj,male,84 74,17
ie5v,male,84 74,14.2
ifn0,male,84 74,15.7
igo0,male,84 74,16.7
ihyn,male,84 74,20
iiso,male,84 74,17.7
ilje,male,84 74,21.4
imgp,male,84 74,17.1
imv0,male,84 74,13.9
inph,male,84 74,17.4
io84,male,84 74,11.6
ip4o,male,84 74,16.7
ipz6,male,84 74,17.2
ir55,male,84 74,18.7
iruv,male,84 74,18.6
isgj,male,84 74,18.5
iufg,male,84 74,12.8
iwc3,male,84 74,19.7
iz9m,male,84 74,15
j3ce,male,84 74,17.6
j3m5,male,84 74,18.1
j64k,male,84 74,20.3
j72t,male,84 74,15.4
j7qa,male,84 74,18.4
j88x,male,84 74,17.6
jagm,male,84 74,17.8
jd34,male,84 74,17.8
jdje,male,84 74,16.6
jfzb,male,84 74,22.3
ji4y,male,84 74,13.4
jj1h,male,84 74,15.4
jkv4,male,84 74,16.4
jmoe,male,84 74,15.6
jp47,male,84 74,13.9
jr5y,male,84 74,20.1
jrs3,male,84 74,16.5
jvcr,male,84 74,15.5
3rp,male,53 63,15.6
75d,male,53 63,10.8
7qu,male,53 63,19.5
9l1,male,53 63,16.3
c3j,male,53 63,16.8
eoi,male,53 63,15.6
g0i,male,53 63,18.8
gy4,male,53 63,12.4
h13,male,53 63,17.7
igq,male,53 63,15.8
j5h,male,53 63,17.5
kj0,male,53 63,21.8
kv2,male,53 63,13
ltr,male,53 63,15.9
muo,male,53 63,18
nms,male,53 63,16.2
ogm,male,53 63,15.8
rre,male,53 63,22.6
rsp,male,53 63,19.7
snb,male,53 63,19
